"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","TOUR_REC_EXP","INT_REC","USD","A","2015",13245.5,
"SWE","TOUR_REC_EXP","INT_REC","USD","A","2016",14851.6,
"SWE","TOUR_REC_EXP","INT_REC","USD","A","2017",16386.9,
"CHE","TOUR_REC_EXP","INT_REC","USD","A","2008",17596.9,
"CHE","TOUR_REC_EXP","INT_REC","USD","A","2009",16667.3,
"CHE","TOUR_REC_EXP","INT_REC","USD","A","2010",17614.1,
"CHE","TOUR_REC_EXP","INT_REC","USD","A","2011",20658.4,
"CHE","TOUR_REC_EXP","INT_REC","USD","A","2012",19594.1,
"CHE","TOUR_REC_EXP","INT_REC","USD","A","2013",20344.7,
"CHE","TOUR_REC_EXP","INT_REC","USD","A","2014",21380.4,
"CHE","TOUR_REC_EXP","INT_REC","USD","A","2015",19572.3,
"CHE","TOUR_REC_EXP","INT_REC","USD","A","2016",19198.4,
"CHE","TOUR_REC_EXP","INT_REC","USD","A","2017",17019,
"TUR","TOUR_REC_EXP","INT_REC","USD","A","2008",26446,
"TUR","TOUR_REC_EXP","INT_REC","USD","A","2009",26331,
"TUR","TOUR_REC_EXP","INT_REC","USD","A","2010",26372,
"TUR","TOUR_REC_EXP","INT_REC","USD","A","2011",30381.7,
"TUR","TOUR_REC_EXP","INT_REC","USD","A","2012",31646.3,
"TUR","TOUR_REC_EXP","INT_REC","USD","A","2013",36266.2,
"TUR","TOUR_REC_EXP","INT_REC","USD","A","2014",38754.3,
"TUR","TOUR_REC_EXP","INT_REC","USD","A","2015",35502.2,
"TUR","TOUR_REC_EXP","INT_REC","USD","A","2016",26698.2,
"TUR","TOUR_REC_EXP","INT_REC","USD","A","2017",22183.8,
"GBR","TOUR_REC_EXP","INT_REC","USD","A","2008",47637,
"GBR","TOUR_REC_EXP","INT_REC","USD","A","2009",38608.7,
"GBR","TOUR_REC_EXP","INT_REC","USD","A","2010",41474.3,
"GBR","TOUR_REC_EXP","INT_REC","USD","A","2011",47075.1,
"GBR","TOUR_REC_EXP","INT_REC","USD","A","2012",51002.3,
"GBR","TOUR_REC_EXP","INT_REC","USD","A","2013",56385.3,
"GBR","TOUR_REC_EXP","INT_REC","USD","A","2014",62938.6,
"GBR","TOUR_REC_EXP","INT_REC","USD","A","2015",65363.9,
"GBR","TOUR_REC_EXP","INT_REC","USD","A","2016",62005.9,
"GBR","TOUR_REC_EXP","INT_REC","USD","A","2017",51231.5,
"USA","TOUR_REC_EXP","INT_REC","USD","A","2008",164718,
"USA","TOUR_REC_EXP","INT_REC","USD","A","2009",146005,
"USA","TOUR_REC_EXP","INT_REC","USD","A","2010",167997,
"USA","TOUR_REC_EXP","INT_REC","USD","A","2011",187630,
"USA","TOUR_REC_EXP","INT_REC","USD","A","2012",200996,
"USA","TOUR_REC_EXP","INT_REC","USD","A","2013",218497,
"USA","TOUR_REC_EXP","INT_REC","USD","A","2014",235989,
"USA","TOUR_REC_EXP","INT_REC","USD","A","2015",249183,
"USA","TOUR_REC_EXP","INT_REC","USD","A","2016",246173,
"USA","TOUR_REC_EXP","INT_REC","USD","A","2017",251360,
"BRA","TOUR_REC_EXP","INT_REC","USD","A","2008",6109.375,
"BRA","TOUR_REC_EXP","INT_REC","USD","A","2009",5634.802,
"BRA","TOUR_REC_EXP","INT_REC","USD","A","2010",5521.89,
"BRA","TOUR_REC_EXP","INT_REC","USD","A","2011",6369.69,
"BRA","TOUR_REC_EXP","INT_REC","USD","A","2012",6623.421,
"BRA","TOUR_REC_EXP","INT_REC","USD","A","2013",6783.68,
"BRA","TOUR_REC_EXP","INT_REC","USD","A","2014",7404.353,
"BRA","TOUR_REC_EXP","INT_REC","USD","A","2015",6254.327,
"BRA","TOUR_REC_EXP","INT_REC","USD","A","2016",6023.799,
"BRA","TOUR_REC_EXP","INT_REC","USD","A","2017",5809.214,
"BGR","TOUR_REC_EXP","INT_REC","USD","A","2008",4646.888,
"BGR","TOUR_REC_EXP","INT_REC","USD","A","2009",4113.432,
"BGR","TOUR_REC_EXP","INT_REC","USD","A","2010",3883.297,
"BGR","TOUR_REC_EXP","INT_REC","USD","A","2011",4235.3,
"BGR","TOUR_REC_EXP","INT_REC","USD","A","2012",4043.182,
"BGR","TOUR_REC_EXP","INT_REC","USD","A","2013",4419.354,
"BGR","TOUR_REC_EXP","INT_REC","USD","A","2014",4494.341,
"BGR","TOUR_REC_EXP","INT_REC","USD","A","2015",3574.179,
"BGR","TOUR_REC_EXP","INT_REC","USD","A","2016",3633.631,
"BGR","TOUR_REC_EXP","INT_REC","USD","A","2017",4086.696,
"CHL","TOUR_REC_EXP","INT_REC","USD","A","2008",2481,
"CHL","TOUR_REC_EXP","INT_REC","USD","A","2009",2379.9,
"CHL","TOUR_REC_EXP","INT_REC","USD","A","2010",2362.2,
"CHL","TOUR_REC_EXP","INT_REC","USD","A","2011",2722.3,
"CHL","TOUR_REC_EXP","INT_REC","USD","A","2012",3158.7,
"CHL","TOUR_REC_EXP","INT_REC","USD","A","2013",3170.7,
"CHL","TOUR_REC_EXP","INT_REC","USD","A","2014",3202,
"CHL","TOUR_REC_EXP","INT_REC","USD","A","2015",3412.9,
"CHL","TOUR_REC_EXP","INT_REC","USD","A","2016",3723.7,
"CHL","TOUR_REC_EXP","INT_REC","USD","A","2017",4604.6,
"COL","TOUR_REC_EXP","INT_REC","USD","A","2008",2935.9,
"COL","TOUR_REC_EXP","INT_REC","USD","A","2009",3049.7,
"COL","TOUR_REC_EXP","INT_REC","USD","A","2010",3440.2,
"COL","TOUR_REC_EXP","INT_REC","USD","A","2011",3801.3,
"COL","TOUR_REC_EXP","INT_REC","USD","A","2012",4363.6,
"COL","TOUR_REC_EXP","INT_REC","USD","A","2013",4758.3,
"COL","TOUR_REC_EXP","INT_REC","USD","A","2014",4887.1,
"COL","TOUR_REC_EXP","INT_REC","USD","A","2015",5235.8,
"COL","TOUR_REC_EXP","INT_REC","USD","A","2016",5490.5,
"COL","TOUR_REC_EXP","INT_REC","USD","A","2017",5787.7,
"CRI","TOUR_REC_EXP","INT_REC","USD","A","2008",2811.9,
"CRI","TOUR_REC_EXP","INT_REC","USD","A","2009",2215.8,
"CRI","TOUR_REC_EXP","INT_REC","USD","A","2010",2426.4,
"CRI","TOUR_REC_EXP","INT_REC","USD","A","2011",2645.7,
"CRI","TOUR_REC_EXP","INT_REC","USD","A","2012",2772.7,
"CRI","TOUR_REC_EXP","INT_REC","USD","A","2013",3170.9,
"CRI","TOUR_REC_EXP","INT_REC","USD","A","2014",3137.2,
"CRI","TOUR_REC_EXP","INT_REC","USD","A","2015",3388,
"CRI","TOUR_REC_EXP","INT_REC","USD","A","2016",3878.8,
"HRV","TOUR_REC_EXP","INT_REC","USD","A","2008",11614.512,
"HRV","TOUR_REC_EXP","INT_REC","USD","A","2009",9300.133,
"HRV","TOUR_REC_EXP","INT_REC","USD","A","2010",8426.068,
"HRV","TOUR_REC_EXP","INT_REC","USD","A","2011",9430.387,
"HRV","TOUR_REC_EXP","INT_REC","USD","A","2012",9019.678,
"HRV","TOUR_REC_EXP","INT_REC","USD","A","2013",9720.872,
"HRV","TOUR_REC_EXP","INT_REC","USD","A","2014",10020.053,
"HRV","TOUR_REC_EXP","INT_REC","USD","A","2015",8981.064,
"HRV","TOUR_REC_EXP","INT_REC","USD","A","2016",9512.05,
"HRV","TOUR_REC_EXP","INT_REC","USD","A","2017",10817.433,
"EGY","TOUR_REC_EXP","INT_REC","USD","A","2008",12103.8,
"EGY","TOUR_REC_EXP","INT_REC","USD","A","2009",11756.9,
"EGY","TOUR_REC_EXP","INT_REC","USD","A","2010",13633.1,
"EGY","TOUR_REC_EXP","INT_REC","USD","A","2011",9333.2,
"EGY","TOUR_REC_EXP","INT_REC","USD","A","2012",10822.7,
"EGY","TOUR_REC_EXP","INT_REC","USD","A","2013",6746.7,
"EGY","TOUR_REC_EXP","INT_REC","USD","A","2014",7978.1,
"EGY","TOUR_REC_EXP","INT_REC","USD","A","2015",6896.8,
"EGY","TOUR_REC_EXP","INT_REC","USD","A","2016",2644.9,
"EGY","TOUR_REC_EXP","INT_REC","USD","A","2017",7774.9,
"EST","TOUR_REC_EXP","INT_REC","USD","A","2008",1626.533,
"EST","TOUR_REC_EXP","INT_REC","USD","A","2009",1437.408,
"EST","TOUR_REC_EXP","INT_REC","USD","A","2010",1421.3,
"EST","TOUR_REC_EXP","INT_REC","USD","A","2011",1673.7,
"EST","TOUR_REC_EXP","INT_REC","USD","A","2012",1593.8,
"EST","TOUR_REC_EXP","INT_REC","USD","A","2013",2023.4,
"EST","TOUR_REC_EXP","INT_REC","USD","A","2014",2273.4,
"EST","TOUR_REC_EXP","INT_REC","USD","A","2015",1885.6,
"EST","TOUR_REC_EXP","INT_REC","USD","A","2016",1937.1,
"EST","TOUR_REC_EXP","INT_REC","USD","A","2017",2130.3,
"IND","TOUR_REC_EXP","INT_REC","USD","A","2008",12462.151,
"IND","TOUR_REC_EXP","INT_REC","USD","A","2009",11220.682,
"IND","TOUR_REC_EXP","INT_REC","USD","A","2010",14489.7,
"IND","TOUR_REC_EXP","INT_REC","USD","A","2011",17707.5,
"IND","TOUR_REC_EXP","INT_REC","USD","A","2012",18339.961,
"IND","TOUR_REC_EXP","INT_REC","USD","A","2013",19041.736,
"IND","TOUR_REC_EXP","INT_REC","USD","A","2014",20756.16,
"IND","TOUR_REC_EXP","INT_REC","USD","A","2015",21471.224,
"IND","TOUR_REC_EXP","INT_REC","USD","A","2016",23111.129,
"IND","TOUR_REC_EXP","INT_REC","USD","A","2017",27877.838,
"IDN","TOUR_REC_EXP","INT_REC","USD","A","2008",8150.699,
"IDN","TOUR_REC_EXP","INT_REC","USD","A","2009",6052.56,
"IDN","TOUR_REC_EXP","INT_REC","USD","A","2010",7617.711,
"IDN","TOUR_REC_EXP","INT_REC","USD","A","2011",9038.06,
"IDN","TOUR_REC_EXP","INT_REC","USD","A","2012",9462.13,
"IDN","TOUR_REC_EXP","INT_REC","USD","A","2013",10302.62,
"IDN","TOUR_REC_EXP","INT_REC","USD","A","2014",11566.72,
"IDN","TOUR_REC_EXP","INT_REC","USD","A","2015",12053.886,
"IDN","TOUR_REC_EXP","INT_REC","USD","A","2016",12565.247,
"IDN","TOUR_REC_EXP","INT_REC","USD","A","2017",14111.285,
"ISR","TOUR_REC_EXP","INT_REC","USD","A","2008",5029.8,
"ISR","TOUR_REC_EXP","INT_REC","USD","A","2009",5067.099,
"ISR","TOUR_REC_EXP","INT_REC","USD","A","2010",5816.8,
"ISR","TOUR_REC_EXP","INT_REC","USD","A","2011",6041,
"ISR","TOUR_REC_EXP","INT_REC","USD","A","2012",6177,
"ISR","TOUR_REC_EXP","INT_REC","USD","A","2013",6498,
"ISR","TOUR_REC_EXP","INT_REC","USD","A","2014",6495,
"ISR","TOUR_REC_EXP","INT_REC","USD","A","2015",6500,
"ISR","TOUR_REC_EXP","INT_REC","USD","A","2016",6426,
"ISR","TOUR_REC_EXP","INT_REC","USD","A","2017",7572,
"LVA","TOUR_REC_EXP","INT_REC","USD","A","2008",1120.6,
"LVA","TOUR_REC_EXP","INT_REC","USD","A","2009",997.4,
"LVA","TOUR_REC_EXP","INT_REC","USD","A","2010",961.8,
"LVA","TOUR_REC_EXP","INT_REC","USD","A","2011",1104.9,
"LVA","TOUR_REC_EXP","INT_REC","USD","A","2012",1070.6,
"LVA","TOUR_REC_EXP","INT_REC","USD","A","2013",1189.5,
"LVA","TOUR_REC_EXP","INT_REC","USD","A","2014",1296.2,
"LVA","TOUR_REC_EXP","INT_REC","USD","A","2015",1282.1,
"LVA","TOUR_REC_EXP","INT_REC","USD","A","2016",1311.9,
"LVA","TOUR_REC_EXP","INT_REC","USD","A","2017",1406.3,
"LTU","TOUR_REC_EXP","INT_REC","USD","A","2010",1012.9,
"LTU","TOUR_REC_EXP","INT_REC","USD","A","2011",1332.2,
"LTU","TOUR_REC_EXP","INT_REC","USD","A","2012",1401.9,
"LTU","TOUR_REC_EXP","INT_REC","USD","A","2013",1502.8,
"LTU","TOUR_REC_EXP","INT_REC","USD","A","2014",1383.4,
"LTU","TOUR_REC_EXP","INT_REC","USD","A","2015",1154.1,
"LTU","TOUR_REC_EXP","INT_REC","USD","A","2016",1205.4,
"LTU","TOUR_REC_EXP","INT_REC","USD","A","2017",1317.8,
"MKD","TOUR_REC_EXP","INT_REC","USD","A","2008",262.609,
"MKD","TOUR_REC_EXP","INT_REC","USD","A","2009",231.414,
"MKD","TOUR_REC_EXP","INT_REC","USD","A","2010",199.493,
"MKD","TOUR_REC_EXP","INT_REC","USD","A","2011",242.735,
"MKD","TOUR_REC_EXP","INT_REC","USD","A","2012",236.48,
"MKD","TOUR_REC_EXP","INT_REC","USD","A","2013",269.811,
"MKD","TOUR_REC_EXP","INT_REC","USD","A","2014",297.949,
"MKD","TOUR_REC_EXP","INT_REC","USD","A","2015",267.548,
"MKD","TOUR_REC_EXP","INT_REC","USD","A","2016",282.731,
"MKD","TOUR_REC_EXP","INT_REC","USD","A","2017",327.043,
"MLT","TOUR_REC_EXP","INT_REC","USD","A","2008",1082.24,
"MLT","TOUR_REC_EXP","INT_REC","USD","A","2009",898.866,
"MLT","TOUR_REC_EXP","INT_REC","USD","A","2010",1066.407,
"MLT","TOUR_REC_EXP","INT_REC","USD","A","2011",1459.641,
"MLT","TOUR_REC_EXP","INT_REC","USD","A","2012",1471.166,
"MLT","TOUR_REC_EXP","INT_REC","USD","A","2013",1649.054,
"MLT","TOUR_REC_EXP","INT_REC","USD","A","2014",1520.926,
"MLT","TOUR_REC_EXP","INT_REC","USD","A","2015",1663.6,
"MLT","TOUR_REC_EXP","INT_REC","USD","A","2016",2039.743,
"MLT","TOUR_REC_EXP","INT_REC","USD","A","2017",1736.361,
"MAR","TOUR_REC_EXP","INT_REC","USD","A","2008",8885.294,
"MAR","TOUR_REC_EXP","INT_REC","USD","A","2009",7980.057,
"MAR","TOUR_REC_EXP","INT_REC","USD","A","2010",8175.286,
"MAR","TOUR_REC_EXP","INT_REC","USD","A","2011",9100.423,
"MAR","TOUR_REC_EXP","INT_REC","USD","A","2012",8491.421,
"MAR","TOUR_REC_EXP","INT_REC","USD","A","2013",8201.688,
"MAR","TOUR_REC_EXP","INT_REC","USD","A","2014",9071.619,
"MAR","TOUR_REC_EXP","INT_REC","USD","A","2015",7764.412,
"MAR","TOUR_REC_EXP","INT_REC","USD","A","2016",7921.818,
"MAR","TOUR_REC_EXP","INT_REC","USD","A","2017",7469.631,
"PER","TOUR_REC_EXP","INT_REC","USD","A","2008",2395.848,
"PER","TOUR_REC_EXP","INT_REC","USD","A","2009",2439.517,
"PER","TOUR_REC_EXP","INT_REC","USD","A","2010",2475.121,
"PER","TOUR_REC_EXP","INT_REC","USD","A","2011",2814.011,
"PER","TOUR_REC_EXP","INT_REC","USD","A","2012",3073.378,
"PER","TOUR_REC_EXP","INT_REC","USD","A","2013",3915.833,
"PER","TOUR_REC_EXP","INT_REC","USD","A","2014",3907.709,
"PER","TOUR_REC_EXP","INT_REC","USD","A","2015",4140.04,
"PER","TOUR_REC_EXP","INT_REC","USD","A","2016",3501.117,
"PER","TOUR_REC_EXP","INT_REC","USD","A","2017",3710,
"PHL","TOUR_REC_EXP","INT_REC","USD","A","2008",3292.456,
"PHL","TOUR_REC_EXP","INT_REC","USD","A","2009",2916.122,
"PHL","TOUR_REC_EXP","INT_REC","USD","A","2010",3441.519,
"PHL","TOUR_REC_EXP","INT_REC","USD","A","2011",4052.71,
"PHL","TOUR_REC_EXP","INT_REC","USD","A","2012",4962.572,
"PHL","TOUR_REC_EXP","INT_REC","USD","A","2013",5598.213,
"PHL","TOUR_REC_EXP","INT_REC","USD","A","2014",6058.739,
"PHL","TOUR_REC_EXP","INT_REC","USD","A","2015",6414.762,
"PHL","TOUR_REC_EXP","INT_REC","USD","A","2016",6311.079,
"PHL","TOUR_REC_EXP","INT_REC","USD","A","2017",6985.862,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2008",1991.704,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2009",1230.58,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2010",1135.414,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2011",1419.374,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2012",1465.682,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2013",2005.727,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2014",2224.922,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2015",2096.923,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2016",1734.13,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2017",2536.298,
"RUS","TOUR_REC_EXP","INT_REC","USD","A","2009",12369.8,
"RUS","TOUR_REC_EXP","INT_REC","USD","A","2010",13239.9,
"RUS","TOUR_REC_EXP","INT_REC","USD","A","2011",16961,
"RUS","TOUR_REC_EXP","INT_REC","USD","A","2012",17875.6,
"RUS","TOUR_REC_EXP","INT_REC","USD","A","2013",20198.8,
"RUS","TOUR_REC_EXP","INT_REC","USD","A","2014",19451.1,
"RUS","TOUR_REC_EXP","INT_REC","USD","A","2015",13185.6,
"RUS","TOUR_REC_EXP","INT_REC","USD","A","2016",12820,
"RUS","TOUR_REC_EXP","INT_REC","USD","A","2017",14982.3,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2008",2931.775,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2009",2719.748,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2010",2731,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2011",2942.9,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2012",2747.4,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2013",2900.5,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2014",2943,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2015",2521.6,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2016",2622.8,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2017",2928.6,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2008",9178.89,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2009",8683.92,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2010",10308.6,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2011",10706.33,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2012",11201.69,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2013",10467.55,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2014",10484.152,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2015",9139.363,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2016",8807.601,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2017",9698.74,
